"017","0032","008","HYUNDAI","H 100","GLS Chasis C/Cabina - 1Ton.","u$s",,"17000","15000","13000","11000",,,,,,,,,,,,,,,,,,,,
"017","0032","010","HYUNDAI","H 100","GLS Chasis C/Cabina + duales - 1Ton.","u$s",,"18000",,,,,,,,,,,,,,,,,,,,,,,
"017","0032","002","HYUNDAI","H 100","GLS Cabina C/Caja - 1Ton.","u$s","23000","18500","17000","16000","14000","13000","12000",,"8000","7500","7000","6500","6000","5500",,,,,,,,,,,
"017","0032","009","HYUNDAI","H 100","GLS Cabina C/Caja + AA - 1Ton.","u$s",,"19500","18000","17000","15000","14000",,,,,,,,,,,,,,,,,,,
"017","0032","004","HYUNDAI","H 100","1.25 Ton. Cabina S/Caja","u$s",,,,,,,,,"7500","7000","6500","6000","5500","5000",,,,,,,,,,,
"017","0032","003","HYUNDAI","H 100","1.25 Ton. Cabina C/Caja","u$s",,,,,,,,,"8000","7500","7000","6500","6000","5500","5000","4800","4500",,,,,,,,
"017","0032","005","HYUNDAI","H 100","Minibus spr 12 pas","u$s",,,,,,,,,"11000","10500","10000","9500","9000","8500","8000","7500","7000",,,,,,,,
"017","0032","007","HYUNDAI","H 100","Van","u$s",,,,,,,,,"8000","7500","7000","6500","6000","5500","5000","4500","4000",,,,,,,,
"017","0036","002","HYUNDAI","H 250","Corto s/caja","u$s",,,,,,,,,,,,"9000","8500","8000","7500","7000",,,,,,,,,
"017","0036","001","HYUNDAI","H 250","Corto c/caja","u$s",,,,,,,,,,,,"9500","9000","8500","8000","7500",,,,,,,,,
"017","0036","004","HYUNDAI","H 250","Largo s/caja","u$s",,,,,,,,,,,,"9000","8500","8000","7500","7000",,,,,,,,,
"017","0036","003","HYUNDAI","H 250","Largo c/caja","u$s",,,,,,,,,,,,"9500","9000","8500","8000","7500",,,,,,,,,
"017","0038","002","HYUNDAI","H 350","s/caja","u$s",,,,,,,,,,,,"12000","11000","10000","9000","8000",,,,,,,,,
"017","0038","001","HYUNDAI","H 350","c/caja","u$s",,,,,,,,,,,,"13000","12000","11000","10000","9000",,,,,,,,,
"017","0037","002","HYUNDAI","HD65","Corto s/caja","u$s",,,,,,,,,,,,"9000",,,,,,,,,,,,,
